model,scenario,final_demand_reduction,electrification,share_food_crop,transition_speed_score,Region
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.0,0.28784677910802314,0.2797844802612976,0.5676312593693207,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.09689876092992508,0.23757282919546896,0.33962454120843977,0.6740961313338338,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.0,0.26076890097032285,0.2797844802612976,0.5405533812316204,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,0.0748603656022863,0.18747653370743741,0.31730358755066057,0.5796404868603843,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.0,0.24703611246352336,0.27860790858501966,0.525644021048543,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,0.03992450488936544,0.19135867571433932,0.30272139761474576,0.5340045782184505,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.049473739064309206,0.26107407725529985,0.30272139761474576,0.6132692139343547,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.03383483338519367,0.2421769378144521,0.29070113632856154,0.5667129075282074,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,0.02924490357583225,0.19977602988265628,0.30272139761474576,0.5317423310732343,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,0.029414540864228074,0.20062779325355853,0.30272139761474576,0.5327637317325323,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,0.0453343840255738,0.19669495246647478,0.30272139761474576,0.5447507341067943,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,0.039849860109161764,0.1956443743197939,0.30272139761474576,0.5382156320437015,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.002053254570944477,0.2702577609547537,0.2745861694706917,0.5468971849963898,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.011477712361657113,0.2772531792818166,0.2745861694706917,0.5633170611141654,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.022343317405229293,0.2558392653313136,0.2668331483034199,0.5450157310399628,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.0015418154918102488,0.24036916031003594,0.27860790858501966,0.5205188843868659,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.0,0.2270326638392073,0.27860790858501966,0.505640572424227,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.0,0.25370721863243606,0.2745861694706917,0.5282933881031278,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.0,0.27140303022855744,0.2745861694706917,0.5459891996992492,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.008005006477512521,0.26378171141973294,0.2797844802612976,0.551571198158543,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.023742219490930184,0.3252967849818967,0.2797844802612976,0.6288234847341245,R10LATIN_AM
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.004951665628887464,0.2626899678934351,0.2745861694706917,0.5422278029930142,R10LATIN_AM
