model,scenario,final_energy_demand,energy_per_gdp,region
IMAGE 3.0,ENGAGE-INDCi2030-1200,4590.043322021484,0.0016769820666137766,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1200f,4525.771201660156,0.001653500111070551,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-1400f,4693.01923022461,0.0017146045331646708,R10AFRICA
IMAGE 3.0,ENGAGE-INDCi2030-800f,4226.692805908203,0.0015442311846137178,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1000,4558.770052124023,0.0016655563111027552,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1200,4652.907323242187,0.0016999495628413019,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1400,4757.5793125,0.0017381916962041818,R10AFRICA
IMAGE 3.0,ENGAGE-NPi2020-1400f,4747.108195312499,0.0017343660513226612,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Default,3835.6622983398443,0.0009065972392400875,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Lifestyle-Renewables,4149.215252197266,0.0013443962940820576,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-19-Renewables,3906.1098806152345,0.0009232482315940419,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Default,4116.746240478516,0.0009730342470152339,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle,3897.275267578125,0.0009211600822299373,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Lifestyle-Renewables,4387.430346679688,0.0014215808870112823,R10AFRICA
IMAGE 3.2,SSP2021-SSP1-SPA1-26-Renewables,4163.846126464844,0.0009841667772753169,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA0-26-Default,4112.285678222656,0.0019865170460852317,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-19-Renewables,4496.687492187501,0.00145698153330094,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Default,4946.27134375,0.0016026521787560494,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle,4559.711922119141,0.0014774022164631018,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Lifestyle-Renewables,4330.401585449219,0.001403102873557116,R10AFRICA
IMAGE 3.2,SSP2021-SSP2-SPA2-26-Renewables,4641.955001708984,0.0015040499762668212,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-1.5°C-ele_u,3584.1001730957028,0.001735250655585819,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-1.5°C-tec_u,3522.874099243165,0.0017056079057572624,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-2.0°C-ele_u,3735.7642790527343,0.001808679194572067,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-2.0°C-ref,3943.7606260986327,0.0019093811225706662,R10AFRICA
IMAGE 3.3,NAVIGATE Demand-2.0°C-tec_u,3696.2633208007815,0.0017895547113286855,R10AFRICA
