,model,scenario,total_CDR,total_CDR_gdp,total_CDR_land,region
139,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,2295.5978071663294,0.007354938364634215,5.367147785070564,R10INDIA+
140,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,2310.5720224950132,0.00738642455023531,5.402157762159592,R10INDIA+
141,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,2301.3898009857908,0.007345678512685559,5.380689567826333,R10INDIA+
142,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,2351.9140416798127,0.007500951284416576,5.498816125399597,R10INDIA+
143,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,2373.474597900383,0.007642175664195216,5.549225082579672,R10INDIA+
144,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,2373.474597900383,0.00801392876944776,5.549225082579672,R10INDIA+
145,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,2351.9140416798127,0.0074814632920044725,5.498816125399597,R10INDIA+
146,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,2276.0754608178245,0.007597834752818822,5.321504198185849,R10INDIA+
147,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,2458.9189891650003,0.007563133992035068,5.748995562361006,R10INDIA+
148,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,2388.3271778149997,0.007292766333956095,5.583950673945226,R10INDIA+
149,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,7989.5903,0.045558600719709186,14.153578452578474,R10INDIA+
150,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,9432.9329,0.05533599321944415,16.710463343540727,R10INDIA+
151,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,4930.192999999999,0.02780538195176974,8.73384876967386,R10INDIA+
152,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,6690.8338,0.03844662535485361,11.852828185878787,R10INDIA+
153,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,3849.478,0.02200715214064678,6.819359545191557,R10INDIA+
154,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,7660.679000000001,0.043855690538899574,13.570911292725539,R10INDIA+
155,REMIND-MAgPIE 1.7-3.0,CO_Bridge,7199.1709,0.043375656903577725,12.753348582426058,R10INDIA+
156,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,9016.2559,0.05285494212748295,15.9723190348288,R10INDIA+
157,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,5514.264099999999,0.0319804002546759,9.768532129562015,R10INDIA+
158,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,8407.071900000003,0.05109376887967595,14.893148112127603,R10INDIA+
159,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,8553.7271,0.05134542748975176,15.152948152021832,R10INDIA+
160,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,6082.8550000000005,0.03923084216668112,10.775792277879285,R10INDIA+
161,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,7660.679000000001,0.043855690538899574,13.570911292725539,R10INDIA+
162,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,3849.478,0.02200715214064678,6.819359545191557,R10INDIA+
163,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,6392.3666,0.03849908241145776,11.324092822474555,R10INDIA+
164,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,6532.008400000001,0.03889046790415667,11.571468607382984,R10INDIA+
165,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,6981.707500000002,0.042226054794732334,12.36811164575054,R10INDIA+
166,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,1384.4998999999998,0.008099203331707711,2.4526449062396916,R10INDIA+
167,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,6615.879500000001,0.040560658889054635,11.720046462965149,R10INDIA+
168,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,6630.425900000001,0.040112355391399276,11.745815445587773,R10INDIA+
169,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,2267.9265,0.010366781996557283,7.309834205137743,R10INDIA+
170,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,1220.1551000000002,0.005684769576610158,3.9327251061942547,R10INDIA+
171,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,2354.4658,0.013152423056211764,7.5887620871606725,R10INDIA+
172,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,1321.4568000000002,0.007644450740435681,4.259234202365847,R10INDIA+
173,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,3327.5935000000004,0.018364364909210937,10.72528443364193,R10INDIA+
174,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,3126.5876999999996,0.01721273635193264,10.077415522426737,R10INDIA+
175,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,2868.4850000000006,0.01575880331268534,9.245515571128315,R10INDIA+
176,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,7087.689399999999,0.04433901148032605,22.84458266681579,R10INDIA+
177,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,7067.769499999999,0.04403893759990526,22.780378131799807,R10INDIA+
178,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,2560.5144,0.014024129310707751,8.252884625611873,R10INDIA+
179,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,2269.496,0.012951073968546133,7.31489291616077,R10INDIA+
180,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,2216.8013,0.012646325149783307,7.145050762771111,R10INDIA+
181,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,2474.4136,0.013544648696880832,7.9753700884653975,R10INDIA+
182,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,3326.8583000000003,0.01848003636817201,10.722914784489888,R10INDIA+
