model,scenario,investment_score,investment_score_2050,Region
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.7948969559482085,0.7596790103219722,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.6804944701071578,0.6188459808633935,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.7066243579438793,0.6315142456984408,R10INDIA+
REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.6936437549033947,0.6056820814930268,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.7859980469002636,0.7052117127718686,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.7816631543167575,0.7370745028332474,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.7622130614005735,0.677049082710055,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.7570879847588301,0.680887708634926,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,1.0,1.0,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.7066243579438793,0.6315142456984408,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.6804944701071578,0.6188459808633935,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.6834052503553855,0.5964879329103254,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.684096900459577,0.6082634294882412,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.8548129950021528,0.7801237536361778,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.7740449783871666,0.7293981039517629,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.8118037989042978,0.7330916243398955,R10INDIA+
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.7890621067719367,0.7128926974291735,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.358968054410496,0.44190980190327445,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.43198202261304186,0.5281645121010642,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.6163304718051505,0.5948205395457183,R10INDIA+
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.7597942728150477,0.750270052552592,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.6686136974162052,0.6207287256070586,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.6609014392600925,0.614548009236258,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.6534843839450957,0.6022765095462049,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.7319693585518591,0.7785616393390529,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.7239861646006024,0.7687252335460877,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.6430764849043512,0.5838150554696895,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.6370179748333024,0.5699300590156531,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.635750599689811,0.5676770083566507,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.6421498412678558,0.5812380182333217,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.7263064263633705,0.7338016544633925,R10INDIA+
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.7155166026462771,0.7159717163511076,R10INDIA+
