model,scenario,ssp_gini_coefficient,ssp
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Below 2°C,0.3498976646875,2
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Delayed Transition,0.3498976646875,2
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Low Demand,0.3498976646875,2
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Nationally Determined Contributions (NDCs),0.3498976646875,2
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,NGFS Phase 5-Net-Zero 2050,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-COV-NDCp,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000-NDCp,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-COV-NDCp,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1000f-NDCp,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,0.3498976646875,2
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,0.3498976646875,2
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,0.3498976646875,2
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,0.3498976646875,2
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,0.3498976646875,2
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,0.3498976646875,2
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,0.3498976646875,2
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,0.3498976646875,2
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,0.3498976646875,2
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,0.3498976646875,2
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,0.3498976646875,2
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,0.3498976646875,2
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1000,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1000f,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1200,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1200f,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1400,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1400f,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-500f,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-600f,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-700f,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-800,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-800f,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-900,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-900-NDCp,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-900f,0.3498976646875,2
WITCH 5.0,ENGAGE-INDCi2030-900f-NDCp,0.3498976646875,2
