model,scenario,final_demand_reduction,electrification,transition_speed_score,Region
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200,0.300993321351771,0.48804087036102256,0.7890341917127935,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-1200f,0.1735642620628017,0.4582281957651634,0.6317924578279651,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-300f,0.8457690906611492,0.5202871414884711,1.3660562321496204,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-400f,0.8160069620491082,0.5128001756508984,1.3288071377000066,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-500f,0.752314319675559,0.4977018859142911,1.25001620558985,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f,0.7026815129634547,0.4798224676850328,1.1825039806484874,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,0.6065767372503811,0.5088566406279613,1.1154333778783423,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,0.6021902768766175,0.641193787525417,1.2433840644020346,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,0.7785524500675517,0.5238375594316137,1.3023900094991654,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,0.6302916442978562,0.43746663346010867,1.0677582777579648,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,0.5557638908460075,0.4511204682219844,1.006884359067992,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,0.8637745628919434,0.6334013693284473,1.4971759322203906,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,0.4489024824406726,0.46071184973513707,0.9096143321758097,R10INDIA+
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,0.0,0.5160802677254707,0.5160802677254707,R10INDIA+
