model,scenario,shannon_index,region
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV,1.2072436862873086,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-COV-NDCp,1.1898031791521106,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-600f-NDCp,1.2449609141307056,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-700f,1.2479227126658174,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-800f,1.2608849493547742,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900,1.4611503225863174,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-INDCi2030-900f,1.3213420716088562,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f,1.414538092454456,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1000f-COV,1.4392777846225835,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-NPi2020-1200f,1.460247612490319,R10AFRICA
POLES-JRC ENGAGE,ENGAGE-NPi2020-900f,1.390004781076769,R10AFRICA
REMIND-MAgPIE 2.1-4.2,NGFS Phase 2-Delayed Transition,1.0681704379932209,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150,1.099178604008724,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-1150-with-OAE,1.0786865997268065,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500,0.9774240970633498,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-End-of-Century-Budget-500-with-OAE,0.9340525313231274,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150,1.0667731413260853,R10AFRICA
REMIND-MAgPIE 3.2.0-4.8.0,RESCUE-Peak-Budget-1150-with-OAE,1.0672547938032415,R10AFRICA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Below 2°C,1.1811708176328148,R10AFRICA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Delayed Transition,1.1885515001412565,R10AFRICA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Low Demand,1.1097386894586139,R10AFRICA
REMIND-MAgPIE 3.3-4.8,NGFS Phase 5-Net-Zero 2050,0.9574824997451451,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1000,1.303804699747452,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1000-NDCp,1.3395210140633416,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1000f,1.315540351220879,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1000f-NDCp,1.3228346383208267,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1200,1.3443619998167116,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1200-NDCp,1.3484489188049167,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1200f,1.3235578176388858,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1200f-NDCp,1.3260403066217665,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1400,1.3556574782955322,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1400-NDCp,1.3592421533983545,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1400f,1.3306126380532495,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1400f-NDCp,1.3338522154038803,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,1.3636924001567061,R10AFRICA
WITCH 5.0,ENGAGE-INDCi2030-500f,1.2413310209382555,R10AFRICA
