model,scenario,region,economic_score,environmental_score,resource_score,resilience_score,robustness_score,transition_speed_score,economic_dimension_score,environmental_dimension_score,resource_dimension_score,resilience_dimension_score,robustness_dimension_score,transition_speed_dimension_score
WITCH 5.0,ENGAGE-INDCi2030-1600-NDCp,R10AFRICA,0.06893873169624772,1.3045468121863262,0.0,1.347012368861324,1.7475350573170627,0.5009088263379605,0.06893873169624772,0.638115311080584,0.0,0.576576134118669,0.7176130293518048,0.3374629738772595
WITCH 5.0,ENGAGE-INDCi2030-500f,R10AFRICA,0.07510308449596938,1.3177927474128954,0.0,1.5043482955002991,1.7023429085631097,0.8347774724484943,0.07510308449596938,0.6450079405672404,0.0,0.6501350440844674,0.6891143052655601,0.5623907457125642
WITCH 5.0,ENGAGE-INDCi2030-600f,R10AFRICA,0.07107829944276645,1.3147169463483115,0.0,1.4783388521604235,1.704668914188636,0.8240436402535445,0.07107829944276645,0.6434074226158679,0.0,0.637974907860218,0.6905811129826667,0.5551593480147259
WITCH 5.0,ENGAGE-INDCi2030-600f-NDCp,R10AFRICA,0.06935399386776293,1.3136932796677483,0.0,1.4635229709046804,1.6635117530824204,0.8118232205740951,0.06935399386776293,0.6428747493824367,0.0,0.6310480724028852,0.6646269016676631,0.5469264342583354
WITCH 5.0,ENGAGE-INDCi2030-700f,R10AFRICA,0.06660333014786349,1.3124612830179294,0.0,1.454209212680461,1.7183388625796527,0.7678734944741515,0.06660333014786349,0.6422336699651849,0.0,0.6266936320834111,0.6992015503420368,0.5173174425797354
WITCH 5.0,ENGAGE-INDCi2030-700f-NDCp,R10AFRICA,0.06736608153184387,1.3106901643205535,0.0,1.4403419795905723,1.6648300733970598,0.7251440272364691,0.06736608153184387,0.6413120540317614,0.0,0.6202103159576893,0.665458250650619,0.4885305409959921
WITCH 5.0,ENGAGE-INDCi2030-800,R10AFRICA,0.06229269864764061,1.3041401651498374,0.0,1.4595684491691077,1.7139175468573216,0.7568349542592974,0.06229269864764061,0.6379037090074633,0.0,0.6291992237990169,0.6964134143418013,0.5098807626645464
WITCH 5.0,ENGAGE-INDCi2030-800-NDCp,R10AFRICA,0.06244361795602431,1.3050131288514781,0.0,1.4048422293149114,1.64281923240563,0.7306918612879949,0.06244361795602431,0.6383579627274,0.0,0.6036131979941128,0.6515779439686736,0.4922681245225045
WITCH 5.0,ENGAGE-INDCi2030-800f,R10AFRICA,0.06420930618214776,1.3096265120812838,0.0,1.43462486742933,1.7232048995731015,0.6786543579598923,0.06420930618214776,0.6407585739895797,0.0,0.6175374074382118,0.7022701330382211,0.45721038606213016
WITCH 5.0,ENGAGE-INDCi2030-800f-NDCp,R10AFRICA,0.06413982393099996,1.3091111351305895,0.0,1.4220938918723762,1.6732007555267403,0.6648613367507362,0.06413982393099996,0.6404903934265362,0.0,0.6116788287749121,0.6707369056162464,0.4479180084651471
