,model,scenario,economic_score,environmental_score,resource_score,resilience_score,robustness_score,fairness_score,transition_speed_score,cluster,model_family
15,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.0992715821112738,0.8895535906115974,0.0,0.6413866473391875,0.5176574181683724,0.6635852547673753,0.5358163952700279,1,MESSAGE
16,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.0643827756252519,0.8907774744466396,0.0,0.66877085136014,0.6136207442334405,0.6274168879836239,0.5526107283236361,1,MESSAGE
17,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.0996630816258115,0.8779598640758551,0.0,0.6482610236053645,0.5455178532926416,0.7091965448043747,0.4839555105520849,1,MESSAGE
18,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.096930667501522,0.8760674439113583,0.0,0.6525453572709754,0.5146876872164158,0.6490016498003877,0.4329825968139129,1,MESSAGE
19,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.0640387964304785,0.8910756616001605,0.0,0.6696559429536525,0.5947113584530149,0.5546278777267033,0.5085179052341287,1,MESSAGE
20,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.1134150087423748,0.889841908345472,0.5178393495618342,0.7210267178523875,0.1019576033407023,0.208533400749686,0.478196633675964,3,MESSAGE
21,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.1044204923258104,0.8808801191748385,0.328838292762293,0.7125422244818352,0.1452188212241349,0.2808961579244768,0.4222469083281153,3,MESSAGE
22,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.0956249542738684,0.8676938943127072,0.3179691825517599,0.7039318922685249,0.1935360436500237,0.3202284263865104,0.3624152971777223,3,MESSAGE
23,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.128414245458633,0.7140160613441633,0.6283042136982132,0.7006006778044614,0.0,0.0,0.7780207693176386,3,MESSAGE
24,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.0906162013494965,0.8674258781687121,0.3102636699971539,0.6988382598578702,0.2167899998391529,0.3457870654506401,0.3338815654321048,3,MESSAGE
25,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,0.113134513657389,0.7183717452747416,0.6150277802186982,0.7085174332280622,0.0152685285108642,0.0658734551518313,0.6608674549228042,3,MESSAGE
26,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.0834589971796869,0.8554912003538399,0.2989712033606394,0.6937720724340909,0.2453916759280526,0.3660566502195934,0.3108013703056591,3,MESSAGE
27,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,0.0939468948680749,0.7187143071669025,0.535675379758831,0.7065059073096762,0.0849852583822042,0.178487201647413,0.4894896189950818,3,MESSAGE
28,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.1108582196328491,0.7026723462488695,0.0,0.6765045952824861,0.0844588749814907,0.3433205731217767,0.4966672915085485,3,MESSAGE
29,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.0672259862027446,0.7642643161605184,0.3211863847737459,0.8162302056113417,0.1567022395031411,0.2641858251548918,0.5011223271344507,3,MESSAGE
30,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,0.1359188203087891,0.1759317278603616,0.6270771038158833,0.6915979897543589,0.0609729149644102,0.0868841557437888,0.5085059844815533,3,MESSAGE
31,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,0.1260383982268608,0.1828750114601,0.6133912254539795,0.68949518611616,0.0640813677813725,0.1161552879036613,0.4948239777247207,3,MESSAGE
32,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,0.1118265009236477,0.6883138554878805,0.5948997236281436,0.69351554085914,0.0680161866412231,0.1312974556894849,0.4977404525560722,3,MESSAGE
33,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,0.1018671299021411,0.7000070146498629,0.5771180575121269,0.6959853515136445,0.0754724718301623,0.1338311767005528,0.4947664844290722,3,MESSAGE
34,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.0801209373529368,0.8432665198392544,0.2783734571782101,0.6907932792416851,0.2768806447034754,0.407983941407095,0.2846853257532172,3,MESSAGE
35,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.1068597921963584,0.8411514365958225,0.0,0.6616371692473854,0.2536144586932941,0.4995978820033124,0.322984464958809,1,MESSAGE
36,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.0293799214528782,0.8941354731766018,0.0,0.7843167161463347,0.52803101169176,0.6703281921074311,0.3484295520040704,1,MESSAGE
37,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.1282841777693575,0.7567589095096426,0.5805289080962199,0.6937290725483449,0.1102803705048469,0.1609079838848271,0.3839042306944623,3,MESSAGE
38,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.1131654670227706,0.7721158559395542,0.3928110520483047,0.6936519508175347,0.1586595042254369,0.2637009730863968,0.3274995313845626,3,MESSAGE
39,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.1034542787651473,0.7926081621360856,0.340282093072226,0.6934696474667931,0.2000971325480219,0.3268433677675366,0.3056572202336966,3,MESSAGE
40,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.0859726151674892,0.8147973706979053,0.3134387300349896,0.6900898410883942,0.243217605999867,0.3465995265342343,0.290502519678175,3,MESSAGE
41,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.0734382845574958,0.7117990094806229,0.3090803384661599,0.6966997100525875,0.1647208671816986,0.2907822503169639,0.3849045873148467,3,MESSAGE
42,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.0968971058050528,0.7009025563152672,0.0,0.664298833141074,0.153587758661625,0.4154233155601295,0.408455032586346,3,MESSAGE
43,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.0711984267939144,0.8333946073447293,0.0,0.6837770582354157,0.3268523058897304,0.4446977484556326,0.2704068896943876,1,MESSAGE
44,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.1012296351847301,0.8182028239138371,0.0,0.6598935776636776,0.2990618492930656,0.548667498271193,0.2782677923561263,1,MESSAGE
45,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.0402946725225933,0.7763923466095959,0.0,0.6680857817347171,0.0952824207719439,0.2860573497263321,0.5725876083846474,3,MESSAGE
46,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.0388298814135283,0.7056407888344051,0.3314826245885697,0.6744045131415378,0.0754979813913086,0.2221841693858301,0.5278763586843649,3,MESSAGE
47,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.7323749724773513,0.701964936807657,0.1839228089055483,0.869206762058237,0.8016314817876654,0.8396618804594004,0.0750106011311921,2,REMIND
48,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.8750136599004738,0.7019655691945079,0.2017390387138486,0.8882947563720084,1.0,0.8586322071654352,0.3431030364021274,2,REMIND
49,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.7324936426823739,0.6901102615433509,0.2999157359710095,0.8899218980889813,0.4926759897719445,0.8142760066338538,0.0,2,REMIND
50,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.837038886146273,0.6900413800217308,0.461422610741532,0.917287017957045,0.640637147120283,0.7348541271230633,0.1590322078710106,2,REMIND
51,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.6668237691505772,0.690167054747088,0.2859896258296265,0.8668342401529144,0.4443028091350639,0.8100746200792098,0.001311022457575,2,REMIND
52,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.6908839970521634,0.7060828454010089,0.1696919321480406,0.8514193990653771,0.7958545553166457,0.8168019199675287,0.0640056200021393,2,REMIND
53,REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.6449948302154057,0.7050907520445955,0.1567577832763211,0.8088923757614974,0.6207215823841804,0.7843600771117036,0.0294235877015161,2,REMIND
54,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.8352960370005049,0.7060797077893247,0.18213564893659,0.8660997805872575,0.9867861181844224,0.8638120043968172,0.3301226714065642,2,REMIND
55,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.7802016375646559,0.6900522278884831,0.4775227131167436,0.8892811702193736,0.5470523573502668,0.7299049511209867,0.1718973173952611,2,REMIND
56,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.7888773064321541,0.705078031339861,0.1717109918042938,0.8599596894023782,0.8031382210467994,0.8344415111503144,0.1973690784982135,2,REMIND
57,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.7558539934622063,0.7050797095972732,0.1615159868733363,0.8527552773730078,0.6511610609419787,0.7985160417243902,0.1166115281397271,2,REMIND
58,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,1.0,0.689938738771294,0.5664592680456747,1.0,0.5839527107034853,0.5427880731191671,0.6152711246967054,0,REMIND
59,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.6908839970521634,0.7060828454010089,0.1696919321480406,0.8514193990653771,0.8250084399554408,0.8386244672006541,0.0640056200021393,2,REMIND
60,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.6668237691505772,0.690167054747088,0.2859896258296265,0.8668342401529144,0.4728623853855589,0.8319217611347054,0.001311022457575,2,REMIND
61,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.6412115943326275,0.7050926735277195,0.1566164674889049,0.8382976475377207,0.6459587730171116,0.8152474068157611,0.012655223953928,2,REMIND
62,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.6199912593422999,0.7050943274625605,0.1479446450855093,0.8296138144678487,0.5013890286341284,0.7795229664542976,0.0430969397842373,2,REMIND
63,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.8735408375936649,0.705338915238483,0.2044578837700884,0.9085075592489668,0.9545284485460326,0.8812597398302197,0.4592696507863511,2,REMIND
64,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.7600802311559418,0.6900079851314819,0.3092065131251535,0.9108989498792924,0.5560467157255286,0.7349094845928165,0.1649953119886098,2,REMIND
65,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.8071065507719781,0.7055018034977663,0.1956920755903443,0.8949061287716542,0.7712414757051009,0.8433927516151251,0.3065300140628776,2,REMIND
66,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.7727894557262519,0.7054973281446667,0.183281458140422,0.8859019774627245,0.6188683237991983,0.8022436343084504,0.2007981089463237,2,REMIND
67,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.1158226273851988,0.6963678251284595,0.4585024620223542,0.3632919001487337,0.3660017892852508,0.4583207865582505,0.4002100628898834,3,REMIND
68,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.1769128066263087,0.6963678251284595,0.5301392768013106,0.4603210689176615,0.1165223351492175,0.4085472426825514,0.5251454282043304,3,REMIND
69,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.5985023820031131,0.6963794460272976,0.4415088429550879,0.8315973352716636,0.343421164946207,0.7009061853203038,0.1512978728496961,0,REMIND
70,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.7555079473481487,0.6963676213626252,0.5589170157781388,0.9464480067928516,0.0168533589607051,0.6214297016519695,0.3484996824404666,0,REMIND
71,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.9003542138109033,0.7473713599302645,0.1404205538944337,0.7713678375315558,0.6521091874266891,0.7930567612026432,0.4212960134714143,2,REMIND
72,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.8555961932011006,0.7468424192893011,0.1404205538944337,0.7469122106056276,0.6463345296696593,0.7919528023288409,0.4056477693218158,2,REMIND
73,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.8053592669204349,0.7375818270644208,0.1404205538944337,0.7377013321937996,0.6462271291756672,0.7911331215427192,0.3890101325988128,2,REMIND
74,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.6629819268892145,0.6964223737369727,0.0,0.569104068381307,0.5646380831285996,0.8909859270785397,1.0,2,REMIND
75,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.6534612149310529,0.6967784739830906,0.0,0.5649751914895901,0.5638701335754626,0.8128297954362048,0.9449214078066236,2,REMIND
76,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.7583392224793152,0.7343410574028825,0.1404205538944337,0.7143016434526951,0.638690831751249,0.7903192583169885,0.3673619283906407,2,REMIND
77,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.6579635180982176,0.6964611831476167,0.0,0.5833632052629486,0.5383499605034079,0.8756090272993298,0.3016317671800069,2,REMIND
78,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.6585458240193847,0.6967727861856998,0.0,0.5934911702742852,0.5353735684050367,0.7979305283313111,0.2857635851761418,2,REMIND
79,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.7605212906850378,0.7274128298536947,0.2983403243637879,0.7199199842195386,0.6374119951835053,0.713509886942163,0.3564921507002583,2,REMIND
80,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.9355037385938396,0.6963663003224504,0.7006800939260066,0.7900137718275649,0.2045478135113722,0.7103857258915522,0.1589044490230217,0,REMIND
81,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.8799710696137903,0.6963686110481483,0.6815924361942947,0.7812013017891511,0.2266103081217307,0.7178048912611802,0.1606760781805624,0,REMIND
82,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.7765606383350121,0.6963685620154122,0.8649865435492676,0.737826175362235,0.0440125045755844,0.4971134221755517,0.4221276126544458,0,REMIND
83,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.8311394772358607,0.6963685620154122,0.6550218310552777,0.7442527928736284,0.2584683765909109,0.7287425581604594,0.164380290379534,0,REMIND
84,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.6959754149967281,0.6963665332170569,0.7776469806604828,0.6961111882567504,0.0932061576438762,0.6271110349793949,0.2870809140902834,0,REMIND
85,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.7850047929700656,0.6963660735378294,0.6354241604377655,0.7306264269042326,0.2788700760027187,0.7363843064638559,0.1622025627876999,0,REMIND
86,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.6525594932260076,0.6964321574741681,0.7113185824484719,0.6935003620119107,0.1832927062880525,0.7012561764502275,0.1780919500609277,0,REMIND
87,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.5754665761415667,0.6963795436419663,0.6069301700947262,0.5554775261204858,0.2172868916781989,0.7734946572915633,0.1278848312008437,0,REMIND
88,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.7386757692594554,0.6963685620154122,0.6105124130259972,0.7088932855087572,0.310009528864739,0.7512561074086354,0.1496368544094577,0,REMIND
89,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.6049329602181424,0.6963685848254421,0.537732029580416,0.5482874565368233,0.3018097043238137,0.8338581331498366,0.1034347898451242,0,REMIND
90,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.041425565082296,0.6963678204634272,0.6358840888571483,0.5190269341876959,0.3092889989660592,0.3518901311446847,0.7776096338200885,3,REMIND
91,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.1863955993756401,0.6963683843398926,0.6762812450270488,0.3109630874047177,0.279965500371772,0.3988897220105825,0.3775389601805843,3,REMIND
92,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.6740603081215205,0.6964891274526038,0.6755607273140191,0.7730188325336064,0.2633703626334395,0.6254294818468522,0.2103507906897031,0,REMIND
93,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.4035576642180798,0.6963884695291598,1.0,0.8226903838653707,0.2101332482775088,0.4874261794955069,0.5121769165783819,0,REMIND
94,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.3099332754310011,0.6964870756705809,0.500257723984665,0.6886433893004584,0.4549854843664276,0.6535044674345872,0.0619987086242187,0,REMIND
95,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.3860355762698629,0.6963928580173037,0.58929570681756,0.7405901865829616,0.4277577115986768,0.5456255619137432,0.2029612176408526,0,REMIND
96,WITCH 5.0,EN_INDCi2030_500f,0.0386327822192488,0.9657401866773432,0.0,0.3783493603341364,0.4715606329215119,1.0,0.4811261334817273,1,WITCH
97,WITCH 5.0,EN_NPi2020_400f,0.0194639862313438,0.995140262362248,0.0,0.3842488859255736,0.1051776134097317,0.4706244701593463,0.4039789715582358,1,WITCH
98,WITCH 5.0,EN_NPi2020_450,0.0,0.9800467318256209,0.0,0.3794668906236182,0.013798360217292,0.3616640337715647,0.6044776134349418,3,WITCH
99,WITCH 5.0,EN_NPi2020_450f,0.0205702925683583,0.9985903579689728,0.0,0.3850228528709714,0.1192870380076331,0.4901724102058367,0.3670960171331595,1,WITCH
100,WITCH 5.0,EN_NPi2020_500,0.0208323445915447,0.9128999551615102,0.0,0.3823689507298193,0.0579834389897408,0.4132723026548384,0.5479675413526258,3,WITCH
101,WITCH 5.0,EN_NPi2020_500f,0.0249597895198414,1.0,0.0,0.3864568164831358,0.1351440167863604,0.5070122095176987,0.3285399519330383,1,WITCH
