model,scenario,carbon_budget_share,region
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.07765750010307373,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.08053577171646963,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.08596667141905595,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.08790028231392163,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.0821152379487826,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.07615213429455936,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.09901496085469537,R10AFRICA
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.09665316138625846,R10AFRICA
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.06672135212188039,R10AFRICA
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.06986336509354338,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.20781460858565992,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.20378551029976633,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.11203746711834595,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.07879020972951727,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.1124043124148423,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.2074880606709703,R10AFRICA
REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.18488390058927198,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.19849994515777322,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.08932231151888832,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.17600680916255304,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.17037940480972263,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.025482521191434866,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.20830087716654008,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.11319813553562955,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.1836567184470203,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.17653991202411048,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.19530838269290945,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.09122712611672369,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.17769904872269515,R10AFRICA
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.16587722067479016,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.06717779707258191,R10AFRICA
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.06433151075260496,R10AFRICA
