model,scenario,environmental_score,environmental_score_2050,Region
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.5152663063975838,0.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,1.5152663063975838,1.5817170030112853,R10LATIN_AM
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.5152854290174895,0.5817273976364875,R10LATIN_AM
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,1.5153249817868673,1.5817759058874319,R10LATIN_AM
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,1.5153104355204432,1.5817456459785095,R10LATIN_AM
WITCH 5.0,EN_INDCi2030_500f,1.8101989736449209,1.5579019992531862,R10LATIN_AM
WITCH 5.0,EN_NPi2020_400f,1.9840798127387576,1.5678486416588306,R10LATIN_AM
WITCH 5.0,EN_NPi2020_450,1.8369385059362415,1.6255129562534096,R10LATIN_AM
WITCH 5.0,EN_NPi2020_450f,1.9980370695615899,1.5621340736362472,R10LATIN_AM
WITCH 5.0,EN_NPi2020_500,1.8369385059362415,1.6261616104665866,R10LATIN_AM
WITCH 5.0,EN_NPi2020_500f,2.0,1.5532898663640025,R10LATIN_AM
IMAGE 3.2,SSP1_SPA1_19I_D,1.0624349363393364,1.205519989547668,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_D_LB,1.0352447618205514,1.1851281241540348,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_LI,1.7781867056673777,1.2551042220396815,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_LIRE,1.8087369198121177,1.452155251840305,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,1.8005950827839712,1.45928755726966,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_RE,1.320211762120234,1.3596379691082245,R10INDIA+
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,1.0,1.1967452511479866,R10INDIA+
IMAGE 3.2,SSP2_SPA1_19I_D_LB,1.8884983836093494,1.7528903205250113,R10INDIA+
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,1.9607582000901722,2.0,R10INDIA+
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,1.8820106796922849,1.755533575920968,R10INDIA+
