model,scenario,version,region,variable,unit,year,value,Climate Category|SCI 2025 [Tier III],Climate Category|SCI 2025 [Tier II],Climate Category|SCI 2025 [Tier I],Vetting|SCI 2025
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2060,70.96546875,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2050,59.06608984375,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2045,56.17821875,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2030,145.7545,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2035,78.7183515625,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2025,151.3,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2020,165.08409375,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Coal,EJ/yr,2040,59.767328125,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Fossil|w/ CCS,EJ/yr,2100,157.4398344078064,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Fossil|w/ CCS,EJ/yr,2090,176.21905587768555,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Fossil|w/ CCS,EJ/yr,2080,172.0361156463623,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Fossil|w/ CCS,EJ/yr,2070,142.54093323516847,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Fossil|w/ CCS,EJ/yr,2060,123.06498309326172,GW4-IIc,GW4,GW4,ok
IMAGE 3.0,ENGAGE-INDCi2030-1000,1,World,Primary Energy|Fossil|w/ CCS,EJ/yr,2050,86.47495178222657,GW4-IIc,GW4,GW4,ok
